season,game_type,team,week,Probable,Questionable,Doubtful,Out
2019,REG,TEN,12,0,0,2,0
2019,REG,TEN,13,0,0,0,1
2019,REG,TEN,14,0,1,0,5
2019,REG,TEN,15,0,2,0,3
2019,REG,TEN,16,0,2,0,2
2019,REG,TEN,17,0,1,0,3
2019,REG,WAS,1,0,3,0,2
2019,REG,WAS,2,0,1,1,5
2019,REG,WAS,3,0,2,0,3
2019,REG,WAS,4,0,2,0,2
2019,REG,WAS,5,0,4,0,4
2019,REG,WAS,6,0,1,0,5
2019,REG,WAS,7,0,1,0,5
2019,REG,WAS,8,0,4,0,5
2019,REG,WAS,9,0,1,0,5
2019,REG,WAS,11,0,2,0,4
2019,REG,WAS,12,0,3,1,1
2019,REG,WAS,13,0,2,0,2
2019,REG,WAS,14,0,0,0,3
2019,REG,WAS,15,0,5,0,2
2019,REG,WAS,16,0,1,1,1
2019,REG,WAS,17,0,3,0,3
2019,WC,BUF,18,0,4,0,0
2019,WC,HOU,18,0,5,0,0
2019,WC,MIN,18,0,1,0,2
2019,WC,NE,18,0,6,0,0
2019,WC,NO,18,0,0,0,2
2019,WC,PHI,18,0,2,0,1
2019,WC,SEA,18,0,2,0,3
2019,WC,TEN,18,0,3,0,1
2020,CON,BUF,20,0,2,0,0
2020,CON,GB,20,0,1,0,1
2020,CON,KC,20,0,5,0,1
2020,CON,TB,20,0,1,0,1
2020,DIV,BAL,19,0,2,0,0
2020,DIV,BUF,19,0,1,0,0
2020,DIV,CLE,19,0,4,0,0
2020,DIV,GB,19,0,0,1,0
2020,DIV,KC,19,0,3,0,2
2020,DIV,LA,19,0,2,0,2
2020,DIV,NO,19,0,3,0,1
2020,DIV,TB,19,0,3,0,1
2020,REG,ARI,1,0,0,0,1
2020,REG,ARI,2,0,2,0,2
2020,REG,ARI,3,0,2,0,2
2020,REG,ARI,4,0,7,0,2
2020,REG,ARI,5,0,3,0,1
2020,REG,ARI,6,0,3,0,1
2020,REG,ARI,7,0,6,0,0
2020,REG,ARI,9,0,2,0,2
2020,REG,ARI,10,0,5,0,3
2020,REG,ARI,11,0,4,0,3
2020,REG,ARI,12,0,2,0,3
2020,REG,ARI,13,0,3,0,1
2020,REG,ARI,14,0,6,0,2
2020,REG,ARI,15,0,3,0,5
2020,REG,ARI,16,0,10,0,1
2020,REG,ARI,17,0,5,0,0
2020,REG,ATL,1,0,1,0,2
2020,REG,ATL,2,0,1,1,2
2020,REG,ATL,3,0,5,0,2
2020,REG,ATL,4,0,2,0,4
2020,REG,ATL,5,0,1,0,1
2020,REG,ATL,6,0,1,0,2
2020,REG,ATL,7,0,1,0,0
2020,REG,ATL,8,0,0,0,1
2020,REG,ATL,9,0,1,0,3
2020,REG,ATL,12,0,3,0,1
2020,REG,ATL,13,0,4,0,1
2020,REG,ATL,14,0,1,0,3
2020,REG,ATL,15,0,2,0,4
2020,REG,ATL,16,0,3,0,4
2020,REG,ATL,17,0,1,0,3
2020,REG,BAL,1,0,1,0,3
2020,REG,BAL,2,0,3,0,2
2020,REG,BAL,3,0,4,0,1
2020,REG,BAL,4,0,8,0,0
2020,REG,BAL,5,0,12,1,0
2020,REG,BAL,6,0,7,1,0
2020,REG,BAL,8,0,2,1,0
2020,REG,BAL,9,0,2,2,1
2020,REG,BAL,10,0,3,1,1
2020,REG,BAL,11,0,2,2,0
2020,REG,BAL,12,0,6,0,0
2020,REG,BAL,13,0,9,2,0
2020,REG,BAL,14,0,5,1,0
2020,REG,BAL,15,0,9,0,2
2020,REG,BAL,16,0,10,0,1
2020,REG,BAL,17,0,10,0,0
2020,REG,BUF,1,0,1,0,1
2020,REG,BUF,2,0,0,0,3
2020,REG,BUF,3,0,3,0,3
2020,REG,BUF,4,0,2,0,1
2020,REG,BUF,5,0,8,0,1
2020,REG,BUF,6,0,4,0,1
2020,REG,BUF,7,0,3,0,5
2020,REG,BUF,8,0,7,0,2
2020,REG,BUF,9,0,4,0,5
2020,REG,BUF,10,0,2,0,2
2020,REG,BUF,12,0,0,0,2
2020,REG,BUF,14,0,0,0,1
2020,REG,BUF,15,0,1,0,1
2020,REG,BUF,16,0,2,0,1
2020,REG,BUF,17,0,0,0,2
2020,REG,CAR,1,0,2,0,1
2020,REG,CAR,2,0,0,0,3
2020,REG,CAR,3,0,1,2,0
2020,REG,CAR,4,0,3,0,0
2020,REG,CAR,5,0,0,0,1
2020,REG,CAR,6,0,4,0,0
2020,REG,CAR,7,0,4,0,0
2020,REG,CAR,8,0,4,1,0
2020,REG,CAR,9,0,3,1,0
2020,REG,CAR,10,0,5,0,4
2020,REG,CAR,11,0,7,3,1
2020,REG,CAR,12,0,7,1,1
2020,REG,CAR,14,0,7,1,1
2020,REG,CAR,15,0,5,2,0
2020,REG,CAR,16,0,4,3,0
2020,REG,CAR,17,0,3,5,0
2020,REG,CHI,1,0,7,1,0
2020,REG,CHI,2,0,2,0,0
2020,REG,CHI,3,0,2,0,0
2020,REG,CHI,4,0,2,1,0
2020,REG,CHI,5,0,1,1,1
2020,REG,CHI,6,0,3,0,1
2020,REG,CHI,7,0,5,0,1
2020,REG,CHI,8,0,4,0,1
2020,REG,CHI,9,0,1,0,4
2020,REG,CHI,10,0,4,1,4
2020,REG,CHI,12,0,5,1,0
2020,REG,CHI,13,0,9,0,0
2020,REG,CHI,14,0,2,0,2
2020,REG,CHI,15,0,5,0,1
2020,REG,CHI,16,0,8,1,2
2020,REG,CHI,17,0,5,0,2
2020,REG,CIN,1,0,0,1,2
2020,REG,CIN,2,0,0,0,4
2020,REG,CIN,3,0,2,0,1
2020,REG,CIN,4,0,0,1,3
2020,REG,CIN,5,0,1,2,0
2020,REG,CIN,6,0,1,1,0
2020,REG,CIN,7,0,2,0,2
2020,REG,CIN,8,0,1,1,4
2020,REG,CIN,10,0,1,1,5
2020,REG,CIN,11,0,5,0,1
2020,REG,CIN,12,0,3,1,0
2020,REG,CIN,13,0,7,0,2
2020,REG,CIN,14,0,3,0,0
2020,REG,CIN,15,0,1,0,2
2020,REG,CIN,16,0,0,0,4
2020,REG,CIN,17,0,0,0,3
2020,REG,CLE,1,0,2,0,4
2020,REG,CLE,2,0,6,0,4
2020,REG,CLE,3,0,3,0,3
2020,REG,CLE,4,0,6,0,3
2020,REG,CLE,5,0,2,0,3
2020,REG,CLE,6,0,6,0,4
2020,REG,CLE,7,0,2,0,3
2020,REG,CLE,8,0,0,0,3
2020,REG,CLE,10,0,1,0,0
2020,REG,CLE,11,0,2,0,0
2020,REG,CLE,12,0,3,0,2
2020,REG,CLE,13,0,2,0,4
2020,REG,CLE,14,0,1,0,2
2020,REG,CLE,15,0,5,0,2
2020,REG,CLE,16,0,1,0,1
2020,REG,CLE,17,0,4,0,1
2020,REG,DAL,1,0,0,0,1
2020,REG,DAL,2,0,2,0,0
2020,REG,DAL,3,0,2,0,1
2020,REG,DAL,4,0,2,0,0
2020,REG,DAL,5,0,0,0,2
2020,REG,DAL,7,0,0,0,2
2020,REG,DAL,8,0,0,0,1
2020,REG,DAL,9,0,3,0,1
2020,REG,DAL,11,0,2,0,1
2020,REG,DAL,12,0,2,0,0
2020,REG,DAL,13,0,4,0,2
2020,REG,DAL,14,0,3,0,1
2020,REG,DAL,15,0,3,0,1
2020,REG,DAL,16,0,2,0,4
2020,REG,DAL,17,0,2,0,2
2020,REG,DEN,1,0,2,0,2
2020,REG,DEN,2,0,3,0,2
2020,REG,DEN,3,0,1,1,2
2020,REG,DEN,4,0,2,0,2
2020,REG,DEN,6,0,3,0,2
2020,REG,DEN,7,0,3,0,2
2020,REG,DEN,8,0,4,0,2
2020,REG,DEN,9,0,5,1,1
2020,REG,DEN,10,0,5,0,1
2020,REG,DEN,11,0,6,0,1
2020,REG,DEN,12,0,6,0,1
2020,REG,DEN,13,0,3,0,1
2020,REG,DEN,14,0,3,1,0
2020,REG,DEN,15,0,4,0,0
2020,REG,DEN,16,0,4,0,1
2020,REG,DEN,17,0,5,0,1
2020,REG,DET,1,0,5,1,3
2020,REG,DET,2,0,4,0,4
2020,REG,DET,3,0,3,1,1
2020,REG,DET,4,0,5,0,1
2020,REG,DET,6,0,2,0,1
2020,REG,DET,7,0,0,0,1
2020,REG,DET,8,0,4,0,0
2020,REG,DET,9,0,4,0,3
2020,REG,DET,10,0,6,0,1
2020,REG,DET,11,0,6,0,3
2020,REG,DET,12,0,3,0,6
2020,REG,DET,13,0,5,0,3
2020,REG,DET,14,0,6,0,3
2020,REG,DET,15,0,3,0,4
2020,REG,DET,16,0,8,0,2
2020,REG,DET,17,0,3,0,3
2020,REG,GB,1,0,1,2,1
2020,REG,GB,2,0,5,0,4
2020,REG,GB,3,0,3,3,0
2020,REG,GB,4,0,9,1,2
2020,REG,GB,6,0,4,0,1
2020,REG,GB,7,0,5,3,2
2020,REG,GB,8,0,7,0,2
2020,REG,GB,9,0,4,0,3
2020,REG,GB,10,0,7,1,1
2020,REG,GB,11,0,7,1,1
2020,REG,GB,12,0,6,0,0
2020,REG,GB,13,0,3,0,1
2020,REG,GB,14,0,3,0,2
2020,REG,GB,15,0,1,0,2
2020,REG,GB,16,0,0,2,2
2020,REG,GB,17,0,1,0,2
2020,REG,HOU,1,0,3,0,0
2020,REG,HOU,2,0,4,0,0
2020,REG,HOU,3,0,3,0,0
2020,REG,HOU,4,0,2,0,0
2020,REG,HOU,5,0,5,0,0
2020,REG,HOU,6,0,4,0,0
2020,REG,HOU,7,0,3,0,0
2020,REG,HOU,9,0,0,0,2
2020,REG,HOU,10,0,2,0,3
2020,REG,HOU,11,0,7,0,1
2020,REG,HOU,12,0,1,0,3
2020,REG,HOU,13,0,1,0,2
2020,REG,HOU,14,0,7,0,1
2020,REG,HOU,15,0,5,0,0
2020,REG,HOU,16,0,1,0,1
2020,REG,HOU,17,0,2,1,1
2020,REG,IND,1,0,1,0,1
2020,REG,IND,2,0,5,0,1
2020,REG,IND,3,0,1,0,2
2020,REG,IND,4,0,0,0,2
2020,REG,IND,5,0,1,0,2
2020,REG,IND,6,0,4,1,2
2020,REG,IND,8,0,2,0,0
2020,REG,IND,9,0,2,1,1
2020,REG,IND,10,0,1,0,1
2020,REG,IND,11,0,5,0,0
2020,REG,IND,12,0,7,0,1
2020,REG,IND,13,0,2,0,4
2020,REG,IND,14,0,3,0,1
2020,REG,IND,15,0,3,0,0
2020,REG,IND,16,0,2,0,2
2020,REG,IND,17,0,1,0,3
2020,REG,JAX,1,0,0,0,1
2020,REG,JAX,2,0,0,0,1
2020,REG,JAX,3,0,1,0,2
2020,REG,JAX,4,0,1,0,2
2020,REG,JAX,5,0,4,0,0
2020,REG,JAX,6,0,5,0,0
2020,REG,JAX,7,0,1,0,3
2020,REG,JAX,9,0,1,0,3
2020,REG,JAX,10,0,2,0,5
2020,REG,JAX,11,0,3,0,2
2020,REG,JAX,12,0,2,0,4
2020,REG,JAX,13,0,3,0,5
2020,REG,JAX,14,0,4,0,1
2020,REG,JAX,15,0,0,0,2
2020,REG,JAX,16,0,1,0,2
2020,REG,JAX,17,0,1,0,3
2020,REG,KC,2,0,0,0,3
2020,REG,KC,3,0,3,0,1
2020,REG,KC,4,0,1,0,0
2020,REG,KC,5,0,0,0,1
2020,REG,KC,6,0,1,0,2
2020,REG,KC,7,0,0,0,4
2020,REG,KC,8,0,0,0,2
2020,REG,KC,9,0,2,0,1
2020,REG,KC,11,0,2,0,2
2020,REG,KC,13,0,1,0,1
2020,REG,KC,14,0,1,0,1
2020,REG,KC,15,0,1,1,2
2020,REG,KC,16,0,2,0,2
2020,REG,KC,17,0,2,0,5
2020,REG,LA,2,0,1,0,0
2020,REG,LA,3,0,1,0,1
2020,REG,LA,4,0,1,0,1
2020,REG,LA,5,0,2,0,1
2020,REG,LA,6,0,1,0,1
2020,REG,LA,7,0,1,0,0
2020,REG,LA,8,0,1,0,0
2020,REG,LA,10,0,3,0,0
2020,REG,LA,11,0,0,1,0
2020,REG,LA,12,0,2,1,0
2020,REG,LA,13,0,2,0,1
2020,REG,LA,14,0,1,0,0
2020,REG,LA,15,0,3,0,0
2020,REG,LA,16,0,0,0,1
2020,REG,LA,17,0,2,0,2
2020,REG,LAC,1,0,4,0,1
2020,REG,LAC,2,0,0,1,0
2020,REG,LAC,3,0,3,3,3
2020,REG,LAC,4,0,4,0,4
2020,REG,LAC,5,0,3,0,3
2020,REG,LAC,7,0,4,1,1
2020,REG,LAC,8,0,3,0,2
2020,REG,LAC,9,0,6,2,0
2020,REG,LAC,10,0,3,0,2
2020,REG,LAC,11,0,2,0,0
2020,REG,LAC,12,0,1,0,3
2020,REG,LAC,13,0,5,1,0
2020,REG,LAC,14,0,2,1,0
2020,REG,LAC,15,0,4,2,2
2020,REG,LAC,16,0,2,0,2
2020,REG,LAC,17,0,2,0,5
2020,REG,LV,2,0,2,3,0
2020,REG,LV,3,0,4,0,3
2020,REG,LV,4,0,2,3,3
2020,REG,LV,5,0,4,0,1
2020,REG,LV,7,0,2,0,2
2020,REG,LV,8,0,1,1,0
2020,REG,LV,9,0,4,0,2
2020,REG,LV,10,0,1,1,1
2020,REG,LV,11,0,2,0,0
2020,REG,LV,12,0,2,0,0
2020,REG,LV,13,0,3,0,3
2020,REG,LV,14,0,3,0,2
2020,REG,LV,15,0,1,0,4
2020,REG,LV,16,0,1,0,1
2020,REG,LV,17,0,3,0,1
2020,REG,MIA,1,0,0,1,0
2020,REG,MIA,2,0,1,1,1
2020,REG,MIA,3,0,0,1,2
2020,REG,MIA,4,0,2,2,0
2020,REG,MIA,5,0,1,0,2
2020,REG,MIA,6,0,3,0,0
2020,REG,MIA,8,0,1,0,1
2020,REG,MIA,9,0,1,0,1
2020,REG,MIA,10,0,3,0,0
2020,REG,MIA,11,0,2,0,0
2020,REG,MIA,12,0,2,0,2
2020,REG,MIA,13,0,3,2,0
2020,REG,MIA,14,0,2,0,2
2020,REG,MIA,15,0,9,0,0
2020,REG,MIA,16,0,4,0,2
2020,REG,MIA,17,0,4,0,1
2020,REG,MIN,2,0,0,0,1
2020,REG,MIN,3,0,2,0,2
2020,REG,MIN,4,0,0,1,1
2020,REG,MIN,5,0,2,0,1
2020,REG,MIN,6,0,0,1,4
2020,REG,MIN,8,0,1,0,3
2020,REG,MIN,9,0,1,0,3
2020,REG,MIN,10,0,1,0,1
2020,REG,MIN,11,0,2,0,1
2020,REG,MIN,12,0,0,1,2
2020,REG,MIN,13,0,0,0,3
2020,REG,MIN,14,0,1,1,2
2020,REG,MIN,15,0,1,0,2
2020,REG,MIN,16,0,2,1,5
2020,REG,MIN,17,0,1,0,6
2020,REG,NE,1,0,5,0,2
2020,REG,NE,2,0,6,0,1
2020,REG,NE,3,0,5,0,3
2020,REG,NE,4,0,5,0,1
2020,REG,NE,6,0,4,0,0
2020,REG,NE,7,0,5,0,1
2020,REG,NE,8,0,11,0,3
2020,REG,NE,9,0,17,0,2
2020,REG,NE,10,0,17,0,0
2020,REG,NE,11,0,15,0,1
2020,REG,NE,12,0,13,0,2
2020,REG,NE,13,0,12,0,0
2020,REG,NE,14,0,14,0,0
2020,REG,NE,15,0,14,0,0
2020,REG,NE,16,0,20,0,1
2020,REG,NE,17,0,16,0,3
2020,REG,NO,1,0,1,0,2
2020,REG,NO,2,0,0,0,3
2020,REG,NO,3,0,4,0,2
2020,REG,NO,4,0,1,0,6
2020,REG,NO,5,0,6,0,3
2020,REG,NO,7,0,1,0,2
2020,REG,NO,8,0,0,0,3
2020,REG,NO,9,0,1,0,0
2020,REG,NO,10,0,1,0,0
2020,REG,NO,11,0,1,0,2
2020,REG,NO,12,0,1,0,2
2020,REG,NO,13,0,2,0,4
2020,REG,NO,14,0,1,0,2
2020,REG,NO,15,0,1,0,3
2020,REG,NO,16,0,3,0,3
2020,REG,NO,17,0,0,0,2
2020,REG,NYG,1,0,3,0,0
2020,REG,NYG,2,0,2,0,1
2020,REG,NYG,3,0,1,1,0
2020,REG,NYG,4,0,1,0,1
2020,REG,NYG,5,0,3,0,1
2020,REG,NYG,6,0,3,0,0
2020,REG,NYG,7,0,1,0,2
2020,REG,NYG,8,0,1,0,2
2020,REG,NYG,9,0,0,0,2
2020,REG,NYG,10,0,2,0,1
2020,REG,NYG,12,0,1,0,0
2020,REG,NYG,13,0,1,1,0
2020,REG,NYG,14,0,4,0,1
2020,REG,NYG,15,0,3,0,1
2020,REG,NYG,16,0,3,0,1
2020,REG,NYG,17,0,1,1,1
2020,REG,NYJ,1,0,2,0,4
2020,REG,NYJ,2,0,3,0,2
2020,REG,NYJ,3,0,3,0,5
2020,REG,NYJ,4,0,5,2,1
2020,REG,NYJ,5,0,5,2,1
2020,REG,NYJ,6,0,5,2,0
2020,REG,NYJ,7,0,5,2,0
2020,REG,NYJ,8,0,4,2,4
2020,REG,NYJ,9,0,5,4,2
2020,REG,NYJ,11,0,2,2,0
2020,REG,NYJ,12,0,2,2,1
2020,REG,NYJ,13,0,2,0,1
2020,REG,NYJ,14,0,3,0,5
2020,REG,NYJ,15,0,1,0,0
2020,REG,NYJ,16,0,1,1,0
2020,REG,NYJ,17,0,3,0,0
2020,REG,PHI,1,0,1,0,4
2020,REG,PHI,2,0,2,0,1
2020,REG,PHI,3,0,1,0,3
2020,REG,PHI,4,0,1,1,4
2020,REG,PHI,5,0,0,0,3
2020,REG,PHI,6,0,1,0,7
2020,REG,PHI,7,0,0,0,6
2020,REG,PHI,8,0,0,0,5
2020,REG,PHI,10,0,0,0,1
2020,REG,PHI,11,0,0,0,1
2020,REG,PHI,12,0,1,0,3
2020,REG,PHI,13,0,1,0,2
2020,REG,PHI,14,0,1,0,4
2020,REG,PHI,15,0,3,0,3
2020,REG,PHI,16,0,3,0,4
2020,REG,PHI,17,0,1,0,9
2020,REG,PIT,1,0,0,0,1
2020,REG,PIT,2,0,0,0,2
2020,REG,PIT,5,0,0,0,2
2020,REG,PIT,6,0,0,0,2
2020,REG,PIT,7,0,0,0,2
2020,REG,PIT,8,0,2,0,3
2020,REG,PIT,9,0,1,2,1
2020,REG,PIT,10,0,4,0,0
2020,REG,PIT,11,0,0,0,3
2020,REG,PIT,12,0,1,0,1
2020,REG,PIT,13,0,2,1,0
2020,REG,PIT,14,0,0,0,2
2020,REG,PIT,15,0,1,0,1
2020,REG,PIT,16,0,4,0,1
2020,REG,PIT,17,0,0,0,3
2020,REG,SEA,1,0,2,0,1
2020,REG,SEA,2,0,1,2,0
2020,REG,SEA,3,0,4,0,1
2020,REG,SEA,4,0,6,0,3
2020,REG,SEA,5,0,5,0,1
2020,REG,SEA,7,0,1,0,1
2020,REG,SEA,8,0,6,3,1
2020,REG,SEA,9,0,0,0,6
2020,REG,SEA,10,0,7,0,4
2020,REG,SEA,11,0,3,1,5
2020,REG,SEA,12,0,5,0,2
2020,REG,SEA,13,0,5,3,0
2020,REG,SEA,14,0,4,1,1
2020,REG,SEA,15,0,4,0,3
2020,REG,SEA,16,0,2,1,1
2020,REG,SEA,17,0,5,0,2
2020,REG,SF,1,0,2,0,2
2020,REG,SF,2,0,1,0,2
2020,REG,SF,3,0,1,0,6
2020,REG,SF,4,0,1,0,7
2020,REG,SF,5,0,3,0,4
2020,REG,SF,6,0,3,0,2
2020,REG,SF,7,0,2,0,4
2020,REG,SF,8,0,1,3,3
2020,REG,SF,9,0,2,0,7
2020,REG,SF,10,0,2,0,4
2020,REG,SF,12,0,4,0,4
2020,REG,SF,13,0,1,0,1
2020,REG,SF,14,0,1,2,3
2020,REG,SF,15,0,3,0,2
2020,REG,SF,16,0,4,1,5
2020,REG,SF,17,0,3,0,7
2020,REG,TB,1,0,0,1,0
2020,REG,TB,2,0,0,1,1
2020,REG,TB,3,0,0,0,1
2020,REG,TB,4,0,1,0,2
2020,REG,TB,5,0,2,1,3
2020,REG,TB,6,0,3,0,0
2020,REG,TB,7,0,1,0,0
2020,REG,TB,8,0,0,0,1
2020,REG,TB,9,0,1,0,1
2020,REG,TB,10,0,3,0,0
2020,REG,TB,11,0,0,1,1
2020,REG,TB,12,0,2,0,3
2020,REG,TB,14,0,1,1,0
2020,REG,TB,16,0,0,1,0
2020,REG,TB,17,0,2,1,1
2020,REG,TEN,1,0,1,0,5
2020,REG,TEN,2,0,4,0,2
2020,REG,TEN,3,0,0,0,3
2020,REG,TEN,5,0,2,0,0
2020,REG,TEN,6,0,1,0,0
2020,REG,TEN,8,0,2,0,3
2020,REG,TEN,9,0,2,0,2
2020,REG,TEN,10,0,0,0,4
2020,REG,TEN,11,0,2,0,7
2020,REG,TEN,12,0,2,0,3
2020,REG,TEN,13,0,2,0,3
2020,REG,TEN,14,0,1,0,2
2020,REG,TEN,15,0,4,0,0
2020,REG,TEN,16,0,0,0,1
2020,REG,TEN,17,0,2,0,1
2020,REG,WAS,1,0,1,1,1
2020,REG,WAS,2,0,2,0,1
2020,REG,WAS,3,0,2,0,2
2020,REG,WAS,4,0,4,0,3
2020,REG,WAS,5,0,4,0,2
2020,REG,WAS,6,0,1,0,2
2020,REG,WAS,7,0,1,0,5
2020,REG,WAS,9,0,0,2,0
2020,REG,WAS,10,0,2,0,4
2020,REG,WAS,11,0,4,0,4
2020,REG,WAS,12,0,3,0,3
2020,REG,WAS,13,0,3,0,0
2020,REG,WAS,14,0,4,0,1
2020,REG,WAS,15,0,0,1,3
2020,REG,WAS,16,0,3,1,1
2020,REG,WAS,17,0,4,0,1
2020,SB,KC,21,0,1,0,2
2020,SB,TB,21,0,2,0,0
2020,WC,BAL,18,0,7,0,0
2020,WC,BUF,18,0,2,0,0
2020,WC,CHI,18,0,4,0,1
2020,WC,CLE,18,0,7,0,0
2020,WC,IND,18,0,1,0,2
2020,WC,LA,18,0,3,0,0
2020,WC,NO,18,0,0,0,2
2020,WC,SEA,18,0,2,0,0
2020,WC,TB,18,0,3,0,1
2020,WC,WAS,18,0,4,0,1
2021,CON,CIN,21,0,1,2,0
2021,CON,KC,21,0,2,0,0
2021,CON,LA,21,0,2,1,0
2021,CON,SF,21,0,2,0,0
2021,DIV,CIN,20,0,1,0,0
2021,DIV,GB,20,0,2,1,0
2021,DIV,KC,20,0,2,0,0
2021,DIV,LA,20,0,0,1,2
2021,DIV,SF,20,0,3,0,0
2021,DIV,TB,20,0,5,0,2
2021,DIV,TEN,20,0,1,0,0
2021,REG,ARI,1,0,0,0,2
2021,REG,ARI,2,0,1,0,1
2021,REG,ARI,3,0,5,0,2
2021,REG,ARI,4,0,3,0,1
2021,REG,ARI,5,0,6,0,2
2021,REG,ARI,6,0,5,0,3
2021,REG,ARI,7,0,3,0,2
2021,REG,ARI,8,0,4,0,1
2021,REG,ARI,9,0,3,0,4
2021,REG,ARI,10,0,6,0,4
2021,REG,ARI,11,0,6,0,4
2021,REG,ARI,13,0,4,0,1
2021,REG,ARI,14,0,1,0,1
2021,REG,ARI,15,0,7,0,2
2021,REG,ARI,16,0,3,0,1
2021,REG,ARI,17,0,6,0,2
2021,REG,ARI,18,0,4,0,4
2021,REG,ATL,2,0,0,0,1
2021,REG,ATL,3,0,0,0,3
2021,REG,ATL,4,0,0,0,2
2021,REG,ATL,5,0,0,2,3
2021,REG,ATL,7,0,0,1,1
2021,REG,ATL,9,0,0,0,3
2021,REG,ATL,10,0,1,3,1
2021,REG,ATL,11,0,2,0,3
2021,REG,ATL,12,0,2,0,2
2021,REG,ATL,13,0,0,0,1
2021,REG,ATL,14,0,2,0,0
2021,REG,ATL,15,0,1,0,1
2021,REG,ATL,16,0,0,1,0
2021,REG,ATL,17,0,0,1,0
2021,REG,ATL,18,0,4,0,0
2021,REG,BAL,1,0,2,0,1
2021,REG,BAL,2,0,6,0,1
2021,REG,BAL,3,0,8,0,2
2021,REG,BAL,4,0,9,0,2
2021,REG,BAL,5,0,3,0,1
2021,REG,BAL,6,0,3,0,2
2021,REG,BAL,7,0,4,0,2
2021,REG,BAL,9,0,3,2,0
2021,REG,BAL,10,0,3,2,0
2021,REG,BAL,11,0,11,0,3
2021,REG,BAL,12,0,10,0,3
2021,REG,BAL,13,0,11,1,1
2021,REG,BAL,14,0,6,1,1
2021,REG,BAL,15,0,8,1,1
2021,REG,BAL,16,0,7,2,1
2021,REG,BAL,17,0,5,1,2
2021,REG,BAL,18,0,3,1,2
2021,REG,BUF,1,0,1,0,1
2021,REG,BUF,2,0,3,0,0
2021,REG,BUF,3,0,2,0,0
2021,REG,BUF,4,0,2,0,2
2021,REG,BUF,5,0,3,0,0
2021,REG,BUF,8,0,1,1,1
2021,REG,BUF,9,0,2,0,3
2021,REG,BUF,10,0,1,0,1
2021,REG,BUF,11,0,1,0,0
2021,REG,BUF,13,0,3,0,0
2021,REG,BUF,14,0,2,0,2
2021,REG,BUF,15,0,3,1,0
2021,REG,BUF,16,0,1,0,0
2021,REG,BUF,17,0,2,0,0
2021,REG,BUF,18,0,0,1,1
2021,REG,CAR,1,0,0,0,1
2021,REG,CAR,3,0,0,0,1
2021,REG,CAR,4,0,1,1,1
2021,REG,CAR,5,0,1,1,2
2021,REG,CAR,6,0,2,0,3
2021,REG,CAR,7,0,2,0,3
2021,REG,CAR,8,0,2,0,2
2021,REG,CAR,9,0,3,0,0
2021,REG,CAR,10,0,2,0,2
2021,REG,CAR,11,0,1,0,0
2021,REG,CAR,12,0,0,1,0
2021,REG,CAR,14,0,0,0,2
2021,REG,CAR,15,0,3,0,1
2021,REG,CAR,16,0,3,0,0
2021,REG,CAR,17,0,3,2,1
2021,REG,CAR,18,0,2,1,0
2021,REG,CHI,1,0,8,1,0
2021,REG,CHI,2,0,6,1,1
2021,REG,CHI,3,0,7,1,1
2021,REG,CHI,4,0,4,1,1
2021,REG,CHI,5,0,4,1,4
2021,REG,CHI,6,0,10,0,2
2021,REG,CHI,7,0,8,0,1
2021,REG,CHI,8,0,5,0,1
2021,REG,CHI,9,0,2,1,4
2021,REG,CHI,11,0,2,2,1
2021,REG,CHI,12,0,4,1,3
2021,REG,CHI,13,0,1,2,4
2021,REG,CHI,14,0,2,2,1
2021,REG,CHI,15,0,2,2,3
2021,REG,CHI,16,0,3,0,4
2021,REG,CHI,17,0,5,1,0
2021,REG,CHI,18,0,3,0,1
2021,REG,CIN,1,0,0,0,1
2021,REG,CIN,2,0,2,0,2
2021,REG,CIN,3,0,0,3,0
2021,REG,CIN,4,0,0,2,2
2021,REG,CIN,5,0,5,1,1
2021,REG,CIN,6,0,3,0,1
2021,REG,CIN,7,0,2,0,0
2021,REG,CIN,8,0,1,0,1
2021,REG,CIN,9,0,3,0,0
2021,REG,CIN,11,0,2,0,0
2021,REG,CIN,12,0,0,1,0
2021,REG,CIN,13,0,2,4,0
2021,REG,CIN,14,0,3,2,2
2021,REG,CIN,15,0,4,0,2
2021,REG,CIN,16,0,3,0,1
2021,REG,CIN,17,0,1,0,2
2021,REG,CIN,18,0,5,0,2
2021,REG,CLE,1,0,6,0,2
2021,REG,CLE,2,0,5,0,2
2021,REG,CLE,3,0,2,0,2
2021,REG,CLE,4,0,3,0,2
2021,REG,CLE,5,0,10,0,2
2021,REG,CLE,6,0,10,0,2
2021,REG,CLE,7,0,8,0,3
2021,REG,CLE,8,0,6,0,3
2021,REG,CLE,9,0,5,0,2
2021,REG,CLE,10,0,2,0,1
2021,REG,CLE,11,0,2,0,3
2021,REG,CLE,12,0,4,0,1
2021,REG,CLE,14,0,4,0,3
2021,REG,CLE,15,0,2,0,3
2021,REG,CLE,16,0,2,0,1
2021,REG,CLE,17,0,2,0,3
2021,REG,CLE,18,0,7,0,0
2021,REG,DAL,2,0,2,0,1
2021,REG,DAL,3,0,0,1,3
2021,REG,DAL,4,0,1,0,4
2021,REG,DAL,5,0,5,0,2
2021,REG,DAL,6,0,6,0,1
2021,REG,DAL,8,0,3,0,0
2021,REG,DAL,9,0,2,0,2
2021,REG,DAL,10,0,2,0,1
2021,REG,DAL,11,0,3,0,0
